Date,Close,Open,High,Low,Stupid,Change %,Format,Volume
4/3/2021,11157.00,10880.00,11842.00,10299.00,93.06K,2.54%,93.06,93060
4/4/2021,10881.00,10852.00,11187.00,10627.00,49.71K,0.11%,49.71,49710
4/5/2021,10869.00,9907.00,10949.00,9370.10,84.14K,9.71%,84.14,84140
4/6/2021,9907.00,9771.90,10540.00,8821.00,129.07K,1.62%,129.07,129070
4/7/2021,9749.40,9891.90,11427.20,9001.10,182.74K,-1.50%,182.74,182740
4/8/2021,9898.00,9727.10,9977.80,9608.30,47.11K,1.74%,47.11,47110
4/9/2021,9728.80,9303.90,9760.70,9268.90,66.66K,4.43%,66.66,66660
4/10/2021,9316.00,8791.00,9495.00,8769.20,67.57K,6.27%,67.57,67570
4/11/2021,8766.20,8191.60,8770.00,8132.90,44.25K,7.01%,44.25,44250
4/12/2021,8191.60,7977.00,8350.70,7873.00,42.85K,2.69%,42.85,42850
4/13/2021,7977.10,8230.00,8267.60,7977.10,32.10K,-3.07%,32.10,32100
4/14/2021,8230.10,8097.30,8310.00,8064.30,28.86K,1.64%,28.86,28860
4/15/2021,8097.30,8245.10,8380.00,7790.00,71.85K,-1.79%,71.85,71850
4/16/2021,8245.10,8052.80,8310.20,7943.40,38.28K,2.37%,38.28,38280
4/17/2021,8054.20,7770.60,8126.90,7652.00,39.13K,3.61%,39.13,39130
4/18/2021,7773.30,7674.10,7867.00,7419.50,40.70K,1.24%,40.70,40700
4/19/2021,7677.90,7865.00,8029.80,7511.10,75.95K,-2.37%,75.95,75950
4/20/2021,7864.20,7273.70,8012.90,7099.90,85.88K,8.05%,85.88,85880
4/21/2021,7278.30,6589.90,7310.20,6589.90,71.61K,10.63%,71.61,71610
4/22/2021,6579.20,6476.50,6687.80,6315.40,49.52K,1.62%,49.52,49520
4/23/2021,6474.60,5806.50,6680.00,5786.10,110.44K,11.21%,110.44,110440
4/24/2021,5822.10,6282.40,6465.00,5426.00,172.69K,-7.60%,172.69,172690
4/25/2021,6300.70,6541.20,6788.00,6166.00,72.84K,-3.69%,72.84,72840
4/26/2021,6542.20,7123.30,7313.10,6405.20,88.43K,-8.20%,88.43,88430
4/27/2021,7126.20,7447.00,7447.00,7017.60,50.14K,-4.25%,50.14,50140
4/28/2021,7442.40,7102.00,7895.00,7029.90,97.30K,4.77%,97.30,97300
4/29/2021,7103.30,6959.60,7214.40,6959.00,37.54K,2.13%,37.54,37540
4/30/2021,6955.00,7355.10,7429.50,6915.10,63.27K,-5.78%,63.27,63270
5/1/2021,7382.00,7370.90,7595.00,7272.00,46.29K,0.18%,46.29,46290
5/2/2021,7369.00,7104.00,7521.10,6936.50,48.62K,1.24%,48.62,48620
5/3/2021,7278.40,7018.90,7447.50,6926.50,64.15K,3.68%,64.15,64150
5/4/2021,7019.90,6735.00,7315.10,6724.50,97.45K,4.35%,97.45,97450
5/5/2021,6727.30,6450.20,6727.30,6348.00,57.13K,4.17%,57.13,57130
5/6/2021,6458.30,6129.90,6472.10,6082.70,38.76K,5.44%,38.76,38760
5/7/2021,6125.30,6146.00,6237.20,6010.00,33.26K,-0.50%,33.26,33260
5/8/2021,6156.00,5718.10,6330.00,5662.90,61.92K,7.61%,61.92,61920
5/9/2021,5720.60,5759.80,5863.90,5634.70,26.66K,-0.68%,26.66,26660
5/10/2021,5759.60,5890.00,6010.20,5681.20,39.71K,-2.21%,39.71,39710
5/11/2021,5890.00,5724.20,5966.60,5680.50,42.72K,2.97%,42.72,42720
5/12/2021,5720.00,5509.90,5743.90,5367.90,44.80K,3.82%,44.80,44800
5/13/2021,5509.50,5902.50,5902.50,5457.50,64.03K,-6.73%,64.03,64030
5/14/2021,5906.90,5980.50,6051.00,5639.80,67.06K,-1.23%,67.06,67060
5/15/2021,5980.50,6005.10,6069.60,5717.90,50.58K,-0.41%,50.58,50580
5/16/2021,6005.10,5984.90,6190.00,5873.60,53.52K,0.34%,53.52,53520
5/17/2021,5984.50,5694.00,6082.20,5606.40,61.78K,5.10%,61.78,61780
5/18/2021,5694.00,5574.80,5741.00,5505.80,38.04K,2.32%,38.04,38040
5/19/2021,5565.00,5597.70,5597.90,5114.30,69.04K,-0.57%,69.04,69040
5/20/2021,5597.10,5764.80,5779.00,5511.00,31.91K,-2.90%,31.91,31910
5/21/2021,5764.40,5712.20,5803.20,5570.40,31.41K,1.15%,31.41,31410
5/22/2021,5698.60,5838.70,5876.90,5450.00,57.34K,-2.34%,57.34,57340
5/23/2021,5835.00,5636.80,5854.30,5567.30,36.81K,3.52%,36.81,36810
5/24/2021,5636.80,5440.00,5874.30,5376.00,99.15K,3.84%,99.15,99150
5/25/2021,5428.50,4824.90,5437.60,4815.10,79.26K,12.51%,79.26,79260
5/26/2021,4824.90,4777.70,4879.50,4715.00,28.92K,1.00%,28.92,28920
5/27/2021,4777.00,4782.30,4940.00,4717.50,42.68K,-0.11%,42.68,42680
5/28/2021,4782.30,4612.40,4874.90,4551.30,48.93K,3.67%,48.93,48930
5/29/2021,4613.10,4435.90,4630.00,4417.60,29.86K,3.99%,29.86,29860
5/30/2021,4436.00,4370.00,4477.10,4316.10,17.41K,1.49%,17.41,17410
5/31/2021,4371.00,4312.60,4424.50,4294.00,25.94K,1.29%,25.94,25940
6/1/2021,4315.40,4215.90,4364.60,4134.90,25.36K,2.38%,25.36,25360
6/2/2021,4215.10,4310.60,4353.80,4177.70,26.37K,-2.23%,26.37,26370
6/3/2021,4311.10,4399.30,4439.90,4222.00,28.54K,-2.02%,28.54,28540
6/4/2021,4400.10,4404.30,4482.00,4359.80,29.08K,-0.10%,29.08,29080
6/5/2021,4404.30,4366.60,4420.50,4257.70,29.23K,0.85%,29.23,29230
6/6/2021,4367.00,4168.10,4393.40,4160.10,31.50K,4.73%,31.50,31500
6/7/2021,4169.90,4190.00,4244.60,4024.70,38.94K,-0.48%,38.94,38940
6/8/2021,4190.00,4207.50,4268.60,4125.00,36.57K,-0.37%,36.57,36570
6/9/2021,4205.40,3881.60,4226.50,3878.10,48.62K,8.41%,48.62,48620
6/10/2021,3879.10,3930.00,3983.00,3850.90,21.41K,-1.30%,21.41,21410
6/11/2021,3930.00,3654.70,3977.00,3654.70,40.15K,7.59%,40.15,40150
6/12/2021,3652.80,3779.60,3781.30,3620.00,20.88K,-3.35%,20.88,20880
6/13/2021,3779.60,3598.70,3808.00,3559.10,25.64K,5.03%,25.64,25640
6/14/2021,3598.50,3597.30,3743.60,3493.50,49.24K,-0.14%,49.24,49240
6/15/2021,3603.40,3875.50,3903.70,3564.40,56.98K,-6.97%,56.98,56980
6/16/2021,3873.20,3892.20,4048.00,3834.10,33.21K,-0.69%,33.21,33210
6/17/2021,3900.00,4084.40,4110.00,3836.20,47.77K,-4.51%,47.77,47770
6/18/2021,4084.10,3667.00,4113.90,3667.00,58.98K,11.40%,58.98,58980
6/19/2021,3666.30,3680.10,3775.90,3476.30,37.05K,-0.52%,37.05,37050
6/20/2021,3685.40,3697.10,3874.00,3511.10,70.74K,-0.34%,70.74,70740
6/21/2021,3698.00,3237.40,3809.00,2981.00,183.11K,14.20%,183.11,183110
6/22/2021,3238.10,3850.20,3917.20,3206.20,127.51K,-15.89%,127.51,127510
6/23/2021,3849.70,4149.40,4159.60,3734.00,71.51K,-7.08%,71.51,71510
6/24/2021,4142.90,4198.90,4378.40,4055.50,40.04K,-1.43%,40.04,40040
6/25/2021,4203.00,4234.90,4373.10,4123.00,30.90K,-0.69%,30.90,30900
6/26/2021,4232.10,4315.40,4325.00,3975.80,45.87K,-1.99%,45.87,45870
6/27/2021,4317.90,4304.00,4381.20,4159.40,31.11K,0.28%,31.11,31110
6/28/2021,4305.80,4613.50,4686.20,4107.10,60.93K,-6.67%,60.93,60930
6/29/2021,4613.50,4594.60,4672.80,4465.30,23.13K,0.53%,23.13,23130
6/30/2021,4589.10,4375.00,4631.40,4361.40,39.00K,4.90%,39.00,39000
7/1/2021,4374.90,4210.60,4469.90,3900.10,57.73K,4.15%,57.73,57730
7/2/2021,4200.40,4599.20,4606.00,4056.50,59.08K,-8.59%,59.08,59080
7/3/2021,4595.00,4534.20,4699.80,4331.00,33.56K,1.34%,33.56,33560
7/4/2021,4534.40,4911.80,4969.00,4400.50,55.03K,-7.55%,55.03,55030
7/5/2021,4904.90,4718.30,4927.40,4660.70,28.71K,3.96%,28.71,28710
7/6/2021,4718.20,4567.90,4749.90,4567.90,18.47K,3.27%,18.47,18470
7/7/2021,4569.00,4586.60,4641.10,4481.10,17.07K,-0.39%,17.07,17070
7/8/2021,4587.10,4385.10,4644.20,4336.70,32.70K,4.64%,32.70,32700
7/9/2021,4383.80,4330.70,4395.20,4175.70,21.22K,1.20%,21.22,21220
7/10/2021,4331.80,4340.20,4405.70,4305.00,11.16K,-0.23%,11.16,11160
7/11/2021,4341.70,4351.50,4364.00,4243.60,14.80K,-0.23%,14.80,14800
7/12/2021,4351.50,4324.10,4461.20,4277.40,27.76K,0.61%,27.76,27760
7/13/2021,4325.20,4135.00,4370.80,4093.00,22.04K,4.75%,22.04,22040
7/14/2021,4129.10,4086.90,4248.60,4055.90,27.49K,1.35%,27.49,27490
7/15/2021,4074.00,3998.90,4140.00,3600.00,61.72K,1.79%,61.72,61720
7/16/2021,4002.50,4066.30,4093.50,3956.40,26.61K,-1.52%,26.61,26610
7/17/2021,4064.30,4145.00,4192.00,4040.90,25.10K,-1.95%,25.10,25100
7/18/2021,4145.10,4088.20,4184.10,3920.00,41.77K,1.34%,41.77,41770
7/19/2021,4090.20,4269.70,4359.00,3957.00,46.80K,-3.99%,46.80,46800
7/20/2021,4260.00,4386.40,4489.10,4178.10,40.30K,-2.88%,40.30,40300
7/21/2021,4386.30,4160.00,4403.60,3928.10,35.29K,5.65%,35.29,35290
7/22/2021,4151.90,4321.00,4430.00,3841.90,64.13K,-3.88%,64.13,64130
7/23/2021,4319.50,4061.60,4330.30,3969.30,34.22K,6.57%,34.22,34220
7/24/2021,4053.30,3866.20,4183.70,3836.10,48.16K,4.86%,48.16,48160
7/25/2021,3865.50,3643.40,3965.40,3590.00,37.66K,6.08%,37.66,37660
7/26/2021,3644.10,3404.70,3690.60,3380.00,26.43K,6.93%,26.43,26430
7/27/2021,3407.90,3340.20,3444.40,3310.00,19.13K,2.04%,19.13,19130
7/28/2021,3339.90,3415.00,3424.40,3236.80,26.25K,-2.20%,26.25,26250
7/29/2021,3415.00,3395.00,3482.90,3343.80,31.72K,0.54%,31.72,31720
7/30/2021,3396.70,3232.50,3440.00,3190.00,24.54K,5.23%,24.54,24540
7/31/2021,3227.90,3255.00,3309.80,3156.00,16.95K,-0.88%,16.95,16950
8/1/2021,3256.40,2860.00,3331.90,2855.00,50.56K,13.86%,50.56,50560
8/2/2021,2860.00,2790.30,2874.80,2762.60,18.99K,2.50%,18.99,18990
8/3/2021,2790.30,2702.00,2813.00,2698.00,16.86K,3.27%,16.86,16860
8/4/2021,2702.00,2733.80,2757.80,2640.00,23.76K,-1.07%,23.76,23760
8/5/2021,2731.20,2854.30,2901.60,2615.80,42.31K,-4.37%,42.31,42310
8/6/2021,2856.00,2748.90,2883.50,2694.80,27.56K,3.89%,27.56,27560
8/7/2021,2749.00,2713.70,2756.20,2595.00,34.97K,1.29%,34.97,34970
8/8/2021,2714.10,2784.80,2794.20,2662.60,24.25K,-2.54%,24.25,24250
8/9/2021,2784.80,2664.60,2819.90,2655.50,40.54K,4.50%,40.54,40540
8/10/2021,2664.90,2527.70,2682.20,2511.00,31.36K,5.51%,31.36,31360
8/11/2021,2525.70,2560.90,2612.00,2404.60,34.18K,-1.37%,34.18,34180
8/12/2021,2560.90,2769.70,2790.10,2435.70,56.10K,-7.54%,56.10,56100
8/13/2021,2769.70,2750.10,2812.00,2707.30,20.71K,0.81%,20.71,20710
8/14/2021,2747.50,2845.70,2875.70,2656.20,35.18K,-3.45%,35.18,35180
8/15/2021,2845.70,2659.00,2912.90,2642.80,35.25K,6.82%,35.25,35250
8/16/2021,2664.00,2874.50,2874.50,2615.00,57.43K,-6.73%,57.43,57430
8/17/2021,2856.30,2253.30,2919.90,2253.30,83.44K,26.77%,83.44,83440
8/18/2021,2253.10,2302.20,2399.90,2214.20,35.81K,-2.13%,35.81,35810
8/19/2021,2302.10,2220.00,2380.20,2139.80,44.10K,3.74%,44.10,44100
8/20/2021,2219.00,1925.00,2223.30,1924.10,40.48K,15.28%,40.48,40480
8/21/2021,1924.90,1979.70,2048.80,1835.80,53.02K,-2.71%,53.02,53020
8/22/2021,1978.60,2206.50,2210.10,1975.70,41.76K,-10.27%,41.76,41760
8/23/2021,2205.10,2329.40,2345.60,2138.00,27.74K,-5.32%,27.74,27740
8/24/2021,2329.00,2375.60,2400.00,2293.80,18.42K,-1.91%,18.42,18420
8/25/2021,2374.40,2285.60,2394.00,2195.80,21.67K,4.04%,21.67,21670
8/26/2021,2282.10,2318.30,2372.80,2183.30,33.06K,-1.56%,33.06,33060
8/27/2021,2318.30,2477.90,2498.10,2240.00,28.09K,-6.44%,28.09,28090
8/28/2021,2478.00,2542.00,2555.60,2473.70,7.78K,-2.52%,7.78,7780
8/29/2021,2542.00,2479.30,2542.60,2436.80,9.69K,2.53%,9.69,9690
8/30/2021,2479.30,2593.20,2598.00,2447.00,17.68K,-4.39%,17.68,17680
8/31/2021,2593.10,2598.60,2603.30,2546.00,9.83K,-0.21%,9.83,9830
9/1/2021,2598.50,2579.90,2617.60,2482.50,13.54K,0.62%,13.54,13540
9/2/2021,2582.60,2525.90,2628.00,2512.40,15.75K,2.32%,15.75,15750
9/3/2021,2524.00,2445.10,2584.00,2416.20,16.14K,3.23%,16.14,16140
9/4/2021,2445.00,2346.20,2470.00,2302.00,12.03K,4.06%,12.03,12030
9/5/2021,2349.50,2420.60,2440.90,2291.00,15.08K,-2.94%,15.08,15080
9/6/2021,2420.70,2472.40,2511.10,2406.60,10.40K,-2.00%,10.40,10400
9/7/2021,2470.10,2518.20,2537.00,2424.10,12.96K,-1.91%,12.96,12960
9/8/2021,2518.20,2521.30,2561.10,2403.20,21.83K,-0.12%,21.83,21830
9/9/2021,2521.20,2393.50,2524.00,2208.10,33.49K,5.29%,33.49,33490
9/10/2021,2394.60,2480.00,2510.40,2258.70,36.37K,-3.35%,36.37,36370
9/11/2021,2477.70,2502.60,2595.00,2369.10,18.13K,-0.99%,18.13,18130
9/12/2021,2502.60,2674.90,2700.00,2454.10,16.77K,-6.44%,16.77,16770
9/13/2021,2674.90,2672.80,2725.30,2652.80,8.14K,0.08%,8.14,8140
9/14/2021,2672.80,2624.40,2709.00,2554.80,15.18K,1.97%,15.18,15180
9/15/2021,2621.20,2715.30,2760.00,2573.30,24.54K,-3.36%,24.54,24540
9/16/2021,2712.20,2585.00,2779.60,2568.20,20.56K,5.09%,20.56,20560
9/17/2021,2580.80,2494.90,2592.70,2481.40,13.71K,3.58%,13.71,13710
9/18/2021,2491.50,2610.10,2635.00,2421.00,19.99K,-4.54%,19.99,19990
9/19/2021,2610.00,2435.50,2636.90,2368.70,16.64K,7.10%,16.64,16640
9/20/2021,2437.00,2377.50,2480.00,2261.20,22.41K,2.51%,22.41,22410
9/21/2021,2377.40,2394.30,2455.00,2050.00,55.83K,-0.74%,55.83,55830
9/22/2021,2395.00,2677.10,2720.00,2284.40,34.71K,-10.51%,34.71,34710
9/23/2021,2676.40,2570.00,2730.00,2532.60,23.18K,4.07%,23.18,23180
9/24/2021,2571.80,2941.80,2961.90,2298.20,48.34K,-12.41%,48.34,48340
9/25/2021,2936.30,2806.00,3000.00,2793.80,19.03K,4.64%,19.03,19030
9/26/2021,2806.00,2809.90,2890.50,2750.80,16.17K,-0.11%,16.17,16170
9/27/2021,2809.00,2781.50,2849.80,2769.60,9.52K,0.97%,9.52,9520
9/28/2021,2782.10,2642.00,2789.30,2570.10,16.98K,5.28%,16.98,16980
9/29/2021,2642.60,2844.60,2850.00,2600.20,22.10K,-7.07%,22.10,22100
9/30/2021,2843.60,2636.90,2896.50,2620.00,42.68K,7.87%,42.68,42680
10/1/2021,2636.20,2488.20,2637.50,2480.00,15.39K,5.95%,15.39,15390
10/2/2021,2488.20,2461.60,2498.00,2376.40,11.88K,1.11%,11.88,11880
10/3/2021,2461.00,2405.90,2481.00,2348.00,10.77K,2.29%,10.77,10770
10/4/2021,2405.90,2312.00,2407.80,2271.90,12.55K,4.08%,12.55,12550
10/5/2021,2311.60,2191.80,2366.70,2187.40,18.96K,5.46%,18.96,18960
10/6/2021,2191.80,2147.30,2240.10,2002.10,21.24K,2.10%,21.24,21240
10/7/2021,2146.70,2207.40,2263.10,2080.40,21.45K,-2.75%,21.45,21450
10/8/2021,2207.40,2056.90,2249.80,1990.10,16.46K,7.33%,16.46,16460
10/9/2021,2056.60,1980.00,2193.00,1955.50,25.78K,4.27%,25.78,25780
10/10/2021,1972.30,2125.90,2207.90,1810.00,47.12K,-7.29%,47.12,47120
10/11/2021,2127.30,2268.10,2477.00,2008.70,39.76K,-5.54%,39.76,39760
10/12/2021,2252.00,2392.60,2689.00,2142.10,55.10K,-5.96%,55.10,55100
10/13/2021,2394.80,2250.00,2443.80,2247.70,29.63K,6.47%,29.63,29630
10/14/2021,2249.30,2087.50,2262.90,2060.00,22.49K,7.85%,22.49,22490
10/15/2021,2085.50,2026.50,2219.90,1979.20,57.24K,2.77%,57.24,57240
10/16/2021,2029.20,2059.30,2099.10,2001.00,17.22K,-1.48%,17.22,17220
10/17/2021,2059.70,1966.50,2072.20,1963.60,21.69K,4.74%,21.69,21690
10/18/2021,1966.50,1941.50,2000.00,1925.00,23.00K,1.29%,23.00,23000
10/19/2021,1941.50,1870.00,1949.90,1861.00,12.91K,3.82%,12.91,12910
10/20/2021,1870.00,1786.20,1892.90,1766.40,15.91K,4.72%,15.91,15910
10/21/2021,1785.70,1772.00,1795.10,1728.00,9.86K,0.74%,9.86,9860
10/22/2021,1772.50,1826.80,1828.50,1720.00,15.76K,-3.04%,15.76,15760
10/23/2021,1828.10,1820.60,1852.40,1780.00,11.31K,0.42%,11.31,11310
10/24/2021,1820.40,1735.00,1824.00,1666.00,16.60K,4.92%,16.60,16600
10/25/2021,1735.00,1853.90,1864.80,1700.80,21.40K,-6.41%,21.40,21400
10/26/2021,1853.90,1796.90,1908.00,1766.60,24.39K,3.18%,24.39,24390
10/27/2021,1796.80,1759.80,1817.40,1722.30,18.62K,2.09%,18.62,18620
10/28/2021,1760.00,1703.50,1813.90,1695.10,31.21K,3.33%,31.21,31210
10/29/2021,1703.20,1619.80,1715.00,1618.90,19.91K,5.14%,19.91,19910
10/30/2021,1619.90,1597.00,1631.30,1575.10,13.91K,1.43%,13.91,13910
10/31/2021,1597.10,1545.10,1605.00,1545.00,14.02K,3.37%,14.02,14020
11/1/2021,1545.10,1607.20,1665.50,1511.70,32.64K,-3.86%,32.64,32640
11/2/2021,1607.10,1619.40,1701.90,1521.10,31.49K,-0.66%,31.49,31490
11/3/2021,1617.80,1558.50,1626.90,1542.00,17.07K,3.71%,17.07,17070
11/4/2021,1560.00,1533.00,1604.60,1479.20,16.73K,1.75%,16.73,16730
11/5/2021,1533.10,1435.00,1560.00,1432.00,22.30K,6.82%,22.30,22300
11/6/2021,1435.20,1425.40,1443.50,1403.30,8.52K,0.81%,8.52,8520
11/7/2021,1423.60,1415.60,1436.60,1401.50,8.77K,0.57%,8.77,8770
11/8/2021,1415.60,1440.30,1447.00,1368.30,14.02K,-1.71%,14.02,14020
11/9/2021,1440.30,1399.30,1449.70,1392.50,10.40K,2.93%,10.40,10400
11/10/2021,1399.30,1371.00,1411.70,1365.10,11.81K,2.12%,11.81,11810
11/11/2021,1370.30,1345.00,1378.50,1342.10,8.27K,1.88%,8.27,8270
11/12/2021,1345.00,1355.30,1359.60,1326.90,7.91K,-0.75%,7.91,7910
11/13/2021,1355.20,1346.40,1359.00,1336.00,7.75K,0.57%,7.75,7750
11/14/2021,1347.50,1327.10,1353.10,1290.10,12.37K,1.65%,12.37,12370
11/15/2021,1325.60,1308.70,1333.10,1307.50,8.00K,1.31%,8.00,8000
11/16/2021,1308.40,1260.50,1325.70,1260.10,15.62K,3.80%,15.62,15620
11/17/2021,1260.50,1265.40,1272.00,1255.00,7.58K,-0.39%,7.58,7580
11/18/2021,1265.40,1240.00,1274.80,1237.00,16.14K,2.05%,16.14,16140
11/19/2021,1240.00,1212.50,1247.00,1202.20,15.15K,2.31%,15.15,15150
11/20/2021,1212.00,1193.30,1217.60,1190.40,4.50K,1.57%,4.50,4500
11/21/2021,1193.30,1206.80,1215.00,1190.00,9.15K,-1.12%,9.15,9150
11/22/2021,1206.80,1187.00,1219.10,1184.00,12.32K,1.67%,12.32,12320
11/23/2021,1187.00,1227.40,1235.10,1163.50,19.14K,-3.29%,19.14,19140
11/24/2021,1227.40,1236.90,1239.00,1221.00,12.01K,-0.66%,12.01,12010
11/25/2021,1235.60,1220.30,1243.40,1209.10,9.56K,1.25%,9.56,9560
11/26/2021,1220.30,1215.90,1229.90,1208.10,11.55K,0.36%,11.55,11550
11/27/2021,1215.90,1188.10,1226.90,1180.20,16.31K,2.34%,16.31,16310
11/28/2021,1188.10,1196.60,1202.60,1171.30,11.02K,-0.71%,11.02,11020
11/29/2021,1196.60,1191.50,1208.90,1176.70,20.44K,0.43%,20.44,20440
11/30/2021,1191.50,1140.30,1206.40,1140.30,32.17K,4.46%,32.17,32170
12/1/2021,1140.60,1145.80,1146.70,1112.30,22.55K,-0.38%,22.55,22550
12/2/2021,1145.00,1150.10,1161.90,1124.10,21.16K,-0.45%,21.16,21160
12/3/2021,1150.20,1107.80,1159.90,1107.80,30.42K,3.85%,30.42,30420
12/4/2021,1107.60,1093.50,1118.20,1081.00,20.42K,1.32%,20.42,20420
12/5/2021,1093.20,1081.30,1106.90,1070.20,17.00K,1.06%,17.00,17000
12/6/2021,1081.70,1042.10,1089.40,1041.00,27.50K,3.91%,27.50,27500
12/7/2021,1041.00,1041.70,1053.50,1022.20,24.81K,-0.08%,24.81,24810
12/8/2021,1041.80,1044.70,1058.90,1009.30,22.32K,-0.28%,22.32,22320
12/9/2021,1044.70,1042.80,1066.50,1016.80,25.25K,0.19%,25.25,25250
12/10/2021,1042.70,968.90,1046.90,960.10,31.91K,7.61%,31.91,31910
12/11/2021,969.00,971.30,1005.50,950.10,33.26K,-0.33%,33.26,33260
12/12/2021,972.20,942.10,980.00,891.00,46.01K,3.08%,46.01,46010
12/13/2021,943.10,1032.70,1034.20,928.30,43.52K,-8.70%,43.52,43520
12/14/2021,1033.00,1039.40,1055.00,1018.00,19.33K,-0.59%,19.33,19330
12/15/2021,1039.10,1115.90,1116.00,986.30,41.33K,-6.81%,41.33,41330
12/16/2021,1115.00,1040.40,1120.90,1040.10,33.42K,7.31%,33.42,33420
12/17/2021,1039.00,1016.50,1052.10,1011.20,20.53K,2.25%,20.53,20530
12/18/2021,1016.10,971.90,1058.90,971.00,40.55K,4.64%,40.55,40550
12/19/2021,971.00,1067.80,1097.10,935.10,87.88K,-9.12%,87.88,87880
12/20/2021,1068.40,1169.10,1169.60,1066.00,59.21K,-8.61%,59.21,59210
12/21/2021,1169.00,1256.10,1259.70,1132.50,51.49K,-6.93%,51.49,51490
12/22/2021,1256.10,1245.00,1262.00,1241.30,15.84K,0.89%,15.84,15840
12/23/2021,1245.00,1238.50,1257.90,1218.90,17.97K,0.52%,17.97,17970
12/24/2021,1238.50,1224.40,1246.90,1207.50,23.07K,1.09%,23.07,23070
12/25/2021,1225.20,1172.40,1232.60,1167.50,18.97K,4.47%,18.97,18970
12/26/2021,1172.80,1113.50,1196.10,1107.00,31.26K,5.32%,31.26,31260
12/27/2021,1113.60,1190.40,1328.80,971.00,104.89K,-6.45%,104.89,104890
12/28/2021,1190.40,1150.00,1207.50,1136.00,24.15K,3.58%,24.15,24150
12/29/2021,1149.30,1232.40,1243.60,1142.20,46.82K,-6.74%,46.82,46820
12/30/2021,1232.40,1279.20,1281.80,1185.90,42.01K,-3.67%,42.01,42010
12/31/2021,1279.30,1278.40,1287.80,1268.60,9.60K,0.07%,9.60,9600
1/1/2022,1278.40,1267.80,1279.80,1245.30,9.32K,0.84%,9.32,9320
1/2/2022,1267.80,1289.10,1291.80,1240.10,15.55K,-1.58%,15.55,15550
1/3/2022,1288.20,1257.60,1294.70,1256.60,22.29K,2.05%,22.29,22290
1/4/2022,1262.30,1232.90,1283.10,1213.00,30.55K,2.39%,30.55,30550
1/5/2022,1232.80,1189.10,1233.50,1186.00,22.49K,3.68%,22.49,22490
1/6/2022,1189.10,1196.00,1216.00,1177.80,17.47K,-0.54%,17.47,17470
1/7/2022,1195.50,1178.30,1202.60,1171.00,11.76K,1.46%,11.76,11760
1/8/2022,1178.30,1153.00,1185.90,1130.90,11.08K,2.19%,11.08,11080
1/9/2022,1153.00,1185.40,1189.90,1131.50,16.29K,-2.71%,16.29,16290
1/10/2022,1185.10,1189.90,1222.20,1111.10,48.21K,-0.49%,48.21,48210
1/11/2022,1190.90,1125.50,1196.90,1120.40,26.12K,5.83%,26.12,26120
1/12/2022,1125.30,1129.60,1140.00,1106.40,14.33K,-0.38%,14.33,14330
1/13/2022,1129.60,1091.30,1134.00,1085.00,24.50K,3.52%,24.50,24500
1/14/2022,1091.20,1056.20,1100.30,1044.10,13.29K,3.31%,13.29,13290
1/15/2022,1056.20,1059.80,1066.00,1045.00,6.44K,-0.34%,6.44,6440
1/16/2022,1059.80,1056.20,1071.10,1053.10,7.15K,0.34%,7.15,7150
1/17/2022,1056.20,1038.50,1065.80,1034.10,16.17K,1.71%,16.17,16170
1/18/2022,1038.40,1013.90,1045.70,1013.90,11.26K,2.43%,11.26,11260
1/19/2022,1013.80,1013.30,1017.30,1002.40,5.61K,0.01%,5.61,5610
1/20/2022,1013.70,996.50,1019.00,988.90,12.20K,1.73%,12.20,12200
1/21/2022,996.50,996.00,1004.50,975.90,9.05K,0.05%,9.05,9050
1/22/2022,996.00,1000.10,1005.40,992.30,4.33K,-0.43%,4.33,4330
1/23/2022,1000.30,992.10,1009.00,984.20,9.32K,0.84%,9.32,9320
1/24/2022,992.00,985.00,1002.00,949.40,24.48K,0.71%,24.48,24480
1/25/2022,985.00,1049.00,1078.00,936.40,59.96K,-6.09%,59.96,59960
1/26/2022,1048.80,1052.50,1068.00,1013.20,23.09K,-0.31%,23.09,23090
1/27/2022,1052.10,1022.60,1056.30,1021.70,15.19K,2.88%,15.19,15190
1/28/2022,1022.60,1006.60,1026.20,1006.00,8.90K,1.59%,8.90,8900
1/29/2022,1006.60,1031.10,1033.00,996.30,16.19K,-2.38%,16.19,16190
1/30/2022,1031.10,1016.80,1040.00,1001.60,17.19K,1.52%,17.19,17190
1/31/2022,1015.70,1007.00,1020.50,988.30,18.97K,0.99%,18.97,18970
2/1/2022,1005.70,983.70,1010.50,970.10,17.79K,2.23%,17.79,17790
2/2/2022,983.70,966.20,985.00,960.10,11.35K,1.82%,11.35,11350
2/3/2022,966.20,917.40,969.40,916.80,19.65K,5.32%,19.65,19650
2/4/2022,917.40,912.50,920.80,910.00,3.45K,0.53%,3.45,3450
2/5/2022,912.60,919.40,923.00,910.70,2.70K,-0.75%,2.70,2700
2/6/2022,919.40,916.70,924.00,915.00,3.61K,0.30%,3.61,3610
2/7/2022,916.70,915.10,922.20,905.00,10.14K,0.17%,10.14,10140
2/8/2022,915.10,893.30,917.60,893.30,9.82K,2.44%,9.82,9820
2/9/2022,893.30,886.10,899.60,884.20,10.48K,0.82%,10.48,10480
2/10/2022,886.10,908.40,927.00,884.20,20.73K,-2.63%,20.73,20730
2/11/2022,910.00,923.70,928.80,910.00,9.63K,-1.48%,9.63,9630
2/12/2022,923.70,924.00,939.70,892.00,21.84K,-0.03%,21.84,21840
